 |       | #it{tHq}      | #it{tWH}      | #it{tWZ}      | #it{t#bar{t}}      | #it{t#bar{t}W}      | #it{t#bar{t}Z}      | #it{t#bar{t}H}      | #it{tZq}      | #it{tW}      | Z+jets      | Diboson      | minor bkgs      | minor bkgs |
 | Z+jets #mu_{F} scale |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0263729 / 0.026367 | 0 / 0 | 0 / 0 | 0 / 0 |
 | Z+jets #mu_{R} scale |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0346113 / 0.0345575 | 0 / 0 | 0 / 0 | 0 / 0 |
 | c-tag Eigenvar. 1 |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0052326 / -0.0052328 | 0 / 0 | 0 / 0 |
 | Diboson XS |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.240477 / -0.24146 | 0 / 0 | 0 / 0 |
 | Diboson NLO gen. + PS + had. |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.168906 / 0.167762 | 0 / 0 | 0 / 0 |
 | Diboson #mu_{R} scale |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.140376 / -0.140613 | 0 / 0 | 0 / 0 |
 | Diboson #mu_{F} scale |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0133283 / -0.0133295 | 0 / 0 | 0 / 0 |
 | Diboson #mu_{R} scale |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.154092 / -0.154427 | 0 / 0 | 0 / 0 |
 | Diboson NNPDF30 1 |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.00696196 / -0.00696229 | 0 / 0 | 0 / 0 |
 | Diboson NNPDF30 3 |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.031057 / 0.0310501 | 0 / 0 | 0 / 0 |
 | Diboson NNPDF30 4 |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0165515 / -0.0165533 | 0 / 0 | 0 / 0 |
 | Diboson NNPDF30 5 |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.108263 / 0.108111 | 0 / 0 | 0 / 0 |
 | Diboson NNPDF30 9 |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.00863675 / -0.00863726 | 0 / 0 | 0 / 0 |
 | Diboson NNPDF30 1 |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0119976 / -0.0119985 | 0 / 0 | 0 / 0 |
 | Diboson NNPDF30 1 |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.00777987 / 0.00777947 | 0 / 0 | 0 / 0 |
 | Diboson NNPDF30 1 |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.00628377 / 0.0062835 | 0 / 0 | 0 / 0 |
 | Diboson NNPDF30 1 |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.00627124 / 0.00627098 | 0 / 0 | 0 / 0 |
 | Diboson NNPDF30 1 |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.015256 / 0.0152545 | 0 / 0 | 0 / 0 |
 | Diboson NNPDF30 1 |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0501466 / -0.0501699 | 0 / 0 | 0 / 0 |
 | Diboson NNPDF30 1 |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0121572 / -0.0121582 | 0 / 0 | 0 / 0 |
 | Diboson NNPDF30 1 |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0126695 / -0.0126706 | 0 / 0 | 0 / 0 |
 | Diboson NNPDF30 2 |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.00872955 / 0.00872903 | 0 / 0 | 0 / 0 |
 | Diboson NNPDF30 2 |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.00885357 / 0.00885305 | 0 / 0 | 0 / 0 |
 | Diboson NNPDF30 2 |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.00986973 / 0.00986906 | 0 / 0 | 0 / 0 |
 | Diboson NNPDF30 2 |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0153509 / 0.0153494 | 0 / 0 | 0 / 0 |
 | Diboson NNPDF30 2 |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0469555 / 0.0469401 | 0 / 0 | 0 / 0 |
 | Diboson NNPDF30 2 |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.099043 / 0.0989523 | 0 / 0 | 0 / 0 |
 | Diboson NNPDF30 2 |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.00845546 / 0.00845498 | 0 / 0 | 0 / 0 |
 | Diboson NNPDF30 2 |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0441254 / 0.0441115 | 0 / 0 | 0 / 0 |
 | Diboson NNPDF30 2 |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0344162 / 0.0344084 | 0 / 0 | 0 / 0 |
 | Diboson NNPDF30 3 |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0103608 / -0.0103615 | 0 / 0 | 0 / 0 |
 | Diboson NNPDF30 3 |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0212236 / -0.0212266 | 0 / 0 | 0 / 0 |
 | Diboson NNPDF30 3 |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0141417 / -0.0141431 | 0 / 0 | 0 / 0 |
 | Diboson NNPDF30 3 |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.198556 / -0.199597 | 0 / 0 | 0 / 0 |
 | Diboson NNPDF30 3 |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.012307 / -0.012308 | 0 / 0 | 0 / 0 |
 | Diboson NNPDF30 4 |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.009322 / 0.00932139 | 0 / 0 | 0 / 0 |
 | Diboson NNPDF30 4 |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.00856543 / 0.00856494 | 0 / 0 | 0 / 0 |
 | Diboson NNPDF30 4 |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.111602 / -0.111721 | 0 / 0 | 0 / 0 |
 | Diboson NNPDF30 4 |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0121027 / -0.0121037 | 0 / 0 | 0 / 0 |
 | Diboson NNPDF30 4 |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.039927 / 0.0399162 | 0 / 0 | 0 / 0 |
 | Diboson NNPDF30 4 |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0109621 / -0.010963 | 0 / 0 | 0 / 0 |
 | Diboson NNPDF30 4 |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.00717745 / 0.0071771 | 0 / 0 | 0 / 0 |
 | Diboson NNPDF30 4 |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0111801 / 0.0111792 | 0 / 0 | 0 / 0 |
 | Diboson NNPDF30 4 |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.00511073 / -0.00511091 | 0 / 0 | 0 / 0 |
 | Diboson NNPDF30 4 |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.118531 / 0.118393 | 0 / 0 | 0 / 0 |
 | Diboson NNPDF30 5 |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0215255 / 0.0215223 | 0 / 0 | 0 / 0 |
 | Diboson NNPDF30 5 |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0364522 / 0.0364429 | 0 / 0 | 0 / 0 |
 | Diboson NNPDF30 5 |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0154813 / -0.015483 | 0 / 0 | 0 / 0 |
 | Diboson NNPDF30 5 |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0375692 / 0.0375597 | 0 / 0 | 0 / 0 |
 | Diboson NNPDF30 5 |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0163136 / 0.0163118 | 0 / 0 | 0 / 0 |
 | Diboson NNPDF30 5 |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.140127 / 0.139925 | 0 / 0 | 0 / 0 |
 | Diboson NNPDF30 5 |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.116474 / -0.116586 | 0 / 0 | 0 / 0 |
 | Diboson NNPDF30 5 |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0221906 / 0.0221872 | 0 / 0 | 0 / 0 |
 | Diboson NNPDF30 6 |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.00597409 / -0.00597432 | 0 / 0 | 0 / 0 |
 | Diboson NNPDF30 6 |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0503984 / -0.0504167 | 0 / 0 | 0 / 0 |
 | Diboson NNPDF30 6 |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0215039 / 0.0215008 | 0 / 0 | 0 / 0 |
 | Diboson NNPDF30 6 |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0335253 / -0.0335331 | 0 / 0 | 0 / 0 |
 | Diboson NNPDF30 6 |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.00970771 / 0.00970707 | 0 / 0 | 0 / 0 |
 | Diboson NNPDF30 6 |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0408016 / 0.0407903 | 0 / 0 | 0 / 0 |
 | Diboson NNPDF30 7 |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0100557 / 0.010055 | 0 / 0 | 0 / 0 |
 | Diboson NNPDF30 7 |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0108015 / -0.0108023 | 0 / 0 | 0 / 0 |
 | Diboson NNPDF30 7 |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0253932 / 0.0253887 | 0 / 0 | 0 / 0 |
 | Diboson NNPDF30 7 |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.00765424 / -0.00765463 | 0 / 0 | 0 / 0 |
 | Diboson NNPDF30 7 |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.00541422 / 0.00541403 | 0 / 0 | 0 / 0 |
 | Diboson NNPDF30 7 |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0127007 / -0.0127018 | 0 / 0 | 0 / 0 |
 | Diboson NNPDF30 7 |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0330579 / 0.0330504 | 0 / 0 | 0 / 0 |
 | Diboson NNPDF30 7 |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.00893489 / 0.00893435 | 0 / 0 | 0 / 0 |
 | Diboson NNPDF30 7 |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0154769 / 0.0154752 | 0 / 0 | 0 / 0 |
 | Diboson NNPDF30 7 |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0173067 / 0.0173046 | 0 / 0 | 0 / 0 |
 | Diboson NNPDF30 8 |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0198271 / -0.0198297 | 0 / 0 | 0 / 0 |
 | Diboson NNPDF30 8 |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.00900798 / 0.00900744 | 0 / 0 | 0 / 0 |
 | Diboson NNPDF30 8 |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0108779 / -0.0108787 | 0 / 0 | 0 / 0 |
 | Diboson NNPDF30 8 |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0127692 / -0.0127702 | 0 / 0 | 0 / 0 |
 | Diboson NNPDF30 8 |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0112389 / 0.011238 | 0 / 0 | 0 / 0 |
 | Diboson NNPDF30 8 |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0114655 / 0.0114647 | 0 / 0 | 0 / 0 |
 | Diboson NNPDF30 9 |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.00874952 / -0.00875004 | 0 / 0 | 0 / 0 |
 | Diboson NNPDF30 9 |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.152158 / 0.151943 | 0 / 0 | 0 / 0 |
 | Diboson NNPDF30 9 |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.00925416 / -0.00925475 | 0 / 0 | 0 / 0 |
 | Diboson NNPDF30 9 |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0547594 / 0.0547378 | 0 / 0 | 0 / 0 |
 | Diboson NNPDF30 9 |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.125614 / 0.125469 | 0 / 0 | 0 / 0 |
 | Diboson NNPDF30 9 |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0171004 / 0.0170984 | 0 / 0 | 0 / 0 |
 | Diboson NNPDF30 9 |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.00806272 / -0.00806316 | 0 / 0 | 0 / 0 |
 | Diboson NNPDF30 1 |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0100638 / 0.0100631 | 0 / 0 | 0 / 0 |
 | b-tag Eigenvar. 2 |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.00598223 / 0.00598197 | 0 / 0 |
 | c-tag Eigenvar. 3 |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.00658859 / -0.0065889 | 0 / 0 |
 | light-tag Eigenvar. 1 |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0153935 / -0.0153951 | 0 / 0 |
 | light-tag Eigenvar. 3 |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.00742649 / -0.00742678 | 0 / 0 |
 | light-tag Eigenvar. 4 |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.00916782 / -0.00916841 | 0 / 0 |
 | light-tag Eigenvar. 7 |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0141817 / 0.0141805 | 0 / 0 |
 | light-tag Eigenvar. 8 |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.00517507 / 0.00517488 | 0 / 0 |
 | Minor bkg. XS |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.496905 / -0.498186 | 0.496905 / -0.498186 |
 | JES #eta intercalibration total stat |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.00670421 / 0.0067039 |
 | JES effective NP stat. 2 |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -8.2553e-07 / 8.31657e-07 |
 | gamma_stat_CR_ttbar_2L1TAU_OS_bin_0 |    NA    | 0.00176381 / -0.00176381 | 0.00544261 / -0.00544261 | 0.00156412 / -0.00156412 | 0.00149992 / -0.00149992 | 0.00385736 / -0.00385736 | 0.00162509 / -0.00162509 | 0.00715986 / -0.00715986 | 0.00188569 / -0.00188569 | 0.00999337 / -0.00999337 | 0.00739098 / -0.00739098 | 0.00759059 / -0.00759059 | 0.00235656 / -0.00235656 |
 | gamma_stat_CR_ttbar_2L1TAU_OS_bin_1 |    NA    | 0.00280326 / -0.00280326 | 0.00391033 / -0.00391033 | 0.00222004 / -0.00222004 | 0.00222295 / -0.00222295 | 0.00328231 / -0.00328231 | 0.00234226 / -0.00234226 | 0.00453797 / -0.00453797 | 0.00275316 / -0.00275316 | 0.0058679 / -0.0058679 | 0.00549475 / -0.00549475 | 0.00523564 / -0.00523564 | 0.00248396 / -0.00248396 |
 | gamma_stat_CR_ttbar_2L1TAU_OS_bin_2 |    NA    | 0.00357106 / -0.00357106 | 0.00286148 / -0.00286148 | 0.00300753 / -0.00300753 | 0.00311213 / -0.00311213 | 0.00293251 / -0.00293251 | 0.00319612 / -0.00319612 | 0.00231287 / -0.00231287 | 0.00346162 / -0.00346162 | 0.00198289 / -0.00198289 | 0.00256502 / -0.00256502 | 0.00212588 / -0.00212588 | 0.00378409 / -0.00378409 |
 | gamma_stat_CR_ttbar_2L1TAU_OS_bin_3 |    NA    | 0.00288865 / -0.00288865 | 0.00188916 / -0.00188916 | 0.00364056 / -0.00364056 | 0.00357616 / -0.00357616 | 0.00256897 / -0.00256897 | 0.00342216 / -0.00342216 | 0.00154498 / -0.00154498 | 0.00296035 / -0.00296035 | 0.000399296 / -0.000399296 | 0.00086637 / -0.00086637 | 0.00126389 / -0.00126389 | 0.00268622 / -0.00268622 |
 | #it{k}(#it{t#bar{t}}) |    NA    | 0 / 0 | 0 / 0 | 0.0352774 / -0.0352774 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | #it{k}(Z+jets) |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.115171 / -0.115171 | 0 / 0 | 0 / 0 | 0 / 0 |
