 |       | #it{tHq}      | #it{tWH}      | #it{tWZ}      | #it{t#bar{t}}      | #it{t#bar{t}W}      | #it{t#bar{t}Z}      | #it{t#bar{t}H}      | #it{tZq}      | #it{tW}      | Z+jets      | Diboson      | minor bkgs      | minor bkgs |
 | tW #mu_{R} scale |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0216695 / -0.0216695 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | tW #mu_{F} scale |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0129669 / -0.0129669 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | tW #mu_{R} scale |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0345685 / -0.0345685 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | tW ISR |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0223116 / -0.0223116 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | tW FSR |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.00790787 / -0.00790787 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | c-tag Eigenvar. 1 |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.00582659 / -0.00582659 | 0.00607696 / -0.0060769 | 0 / 0 | 0 / 0 |
 | light-tag Eigenvar. 1 |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0054197 / -0.00541969 | 0 / 0 | 0 / 0 | 0 / 0 |
 | Z+jets #mu_{R} scale |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 2.22045e-16 | 0 / 0 | 0 / 0 | 0 / 0 |
 | Z+jets #mu_{R} scale |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -1.11022e-16 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | Diboson XS |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.245 / -0.245 | 0 / 0 | 0 / 0 |
 | Diboson NLO gen. + PS + had. |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0465567 / -0.0465567 | 0 / 0 | 0 / 0 |
 | Diboson #mu_{R} scale |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.104058 / -0.104058 | 0 / 0 | 0 / 0 |
 | Diboson #mu_{F} scale |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0073569 / -0.00735695 | 0 / 0 | 0 / 0 |
 | Diboson #mu_{R} scale |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.113531 / -0.11353 | 0 / 0 | 0 / 0 |
 | Diboson NNPDF30 1 |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.00927211 / -0.00927211 | 0 / 0 | 0 / 0 |
 | Diboson NNPDF30 3 |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0551434 / 0.0551434 | 0 / 0 | 0 / 0 |
 | Diboson NNPDF30 4 |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0141667 / -0.0141667 | 0 / 0 | 0 / 0 |
 | Diboson NNPDF30 5 |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.203176 / 0.203176 | 0 / 0 | 0 / 0 |
 | Diboson NNPDF30 6 |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.00599356 / -0.00599356 | 0 / 0 | 0 / 0 |
 | Diboson NNPDF30 8 |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0120516 / -0.0120516 | 0 / 0 | 0 / 0 |
 | Diboson NNPDF30 9 |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.00663582 / -0.00663582 | 0 / 0 | 0 / 0 |
 | Diboson NNPDF30 1 |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0132653 / -0.0132653 | 0 / 0 | 0 / 0 |
 | Diboson NNPDF30 1 |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0181417 / 0.0181417 | 0 / 0 | 0 / 0 |
 | Diboson NNPDF30 1 |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0127201 / -0.0127201 | 0 / 0 | 0 / 0 |
 | Diboson NNPDF30 1 |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0603529 / -0.0603529 | 0 / 0 | 0 / 0 |
 | Diboson NNPDF30 2 |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.00797298 / 0.00797298 | 0 / 0 | 0 / 0 |
 | Diboson NNPDF30 2 |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0108089 / 0.0108089 | 0 / 0 | 0 / 0 |
 | Diboson NNPDF30 2 |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0111779 / 0.0111779 | 0 / 0 | 0 / 0 |
 | Diboson NNPDF30 2 |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0550784 / 0.0550784 | 0 / 0 | 0 / 0 |
 | Diboson NNPDF30 2 |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0375664 / 0.0375664 | 0 / 0 | 0 / 0 |
 | Diboson NNPDF30 2 |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0362099 / 0.0362099 | 0 / 0 | 0 / 0 |
 | Diboson NNPDF30 3 |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.00837598 / 0.00837598 | 0 / 0 | 0 / 0 |
 | Diboson NNPDF30 3 |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.00623905 / -0.00623905 | 0 / 0 | 0 / 0 |
 | Diboson NNPDF30 3 |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.00712583 / -0.00712583 | 0 / 0 | 0 / 0 |
 | Diboson NNPDF30 3 |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0130265 / -0.0130265 | 0 / 0 | 0 / 0 |
 | Diboson NNPDF30 3 |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.00626977 / -0.00626977 | 0 / 0 | 0 / 0 |
 | Diboson NNPDF30 3 |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.698186 / -0.698186 | 0 / 0 | 0 / 0 |
 | Diboson NNPDF30 3 |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0129158 / -0.0129158 | 0 / 0 | 0 / 0 |
 | Diboson NNPDF30 4 |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.00891999 / 0.00891999 | 0 / 0 | 0 / 0 |
 | Diboson NNPDF30 4 |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0108191 / 0.0108191 | 0 / 0 | 0 / 0 |
 | Diboson NNPDF30 4 |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0701422 / -0.0701422 | 0 / 0 | 0 / 0 |
 | Diboson NNPDF30 4 |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.00999865 / -0.00999865 | 0 / 0 | 0 / 0 |
 | Diboson NNPDF30 4 |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.010868 / 0.010868 | 0 / 0 | 0 / 0 |
 | Diboson NNPDF30 4 |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0098548 / -0.0098548 | 0 / 0 | 0 / 0 |
 | Diboson NNPDF30 4 |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0097144 / 0.0097144 | 0 / 0 | 0 / 0 |
 | Diboson NNPDF30 4 |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.00749402 / 0.00749402 | 0 / 0 | 0 / 0 |
 | Diboson NNPDF30 4 |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0745468 / 0.0745468 | 0 / 0 | 0 / 0 |
 | Diboson NNPDF30 5 |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0219583 / 0.0219583 | 0 / 0 | 0 / 0 |
 | Diboson NNPDF30 5 |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0207735 / 0.0207735 | 0 / 0 | 0 / 0 |
 | Diboson NNPDF30 5 |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0156551 / -0.0156551 | 0 / 0 | 0 / 0 |
 | Diboson NNPDF30 5 |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0193259 / 0.0193259 | 0 / 0 | 0 / 0 |
 | Diboson NNPDF30 5 |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0965738 / 0.0965738 | 0 / 0 | 0 / 0 |
 | Diboson NNPDF30 5 |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0225649 / -0.0225649 | 0 / 0 | 0 / 0 |
 | Diboson NNPDF30 5 |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0286371 / 0.0286371 | 0 / 0 | 0 / 0 |
 | Diboson NNPDF30 6 |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.00730667 / 0.00730667 | 0 / 0 | 0 / 0 |
 | Diboson NNPDF30 6 |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.00721458 / -0.00721458 | 0 / 0 | 0 / 0 |
 | Diboson NNPDF30 6 |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0558844 / -0.0558844 | 0 / 0 | 0 / 0 |
 | Diboson NNPDF30 6 |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0123497 / 0.0123497 | 0 / 0 | 0 / 0 |
 | Diboson NNPDF30 6 |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.00627359 / -0.00627359 | 0 / 0 | 0 / 0 |
 | Diboson NNPDF30 6 |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0108246 / 0.0108246 | 0 / 0 | 0 / 0 |
 | Diboson NNPDF30 6 |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.00806901 / -0.00806901 | 0 / 0 | 0 / 0 |
 | Diboson NNPDF30 6 |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0503625 / 0.0503625 | 0 / 0 | 0 / 0 |
 | Diboson NNPDF30 7 |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0122224 / 0.0122224 | 0 / 0 | 0 / 0 |
 | Diboson NNPDF30 7 |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.00746008 / -0.00746008 | 0 / 0 | 0 / 0 |
 | Diboson NNPDF30 7 |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.00824733 / 0.00824733 | 0 / 0 | 0 / 0 |
 | Diboson NNPDF30 7 |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.007102 / -0.007102 | 0 / 0 | 0 / 0 |
 | Diboson NNPDF30 7 |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0147771 / -0.0147771 | 0 / 0 | 0 / 0 |
 | Diboson NNPDF30 7 |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.00740297 / 0.00740297 | 0 / 0 | 0 / 0 |
 | Diboson NNPDF30 7 |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0220011 / 0.0220011 | 0 / 0 | 0 / 0 |
 | Diboson NNPDF30 7 |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0154586 / 0.0154586 | 0 / 0 | 0 / 0 |
 | Diboson NNPDF30 8 |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0154604 / -0.0154604 | 0 / 0 | 0 / 0 |
 | Diboson NNPDF30 8 |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0112042 / -0.0112042 | 0 / 0 | 0 / 0 |
 | Diboson NNPDF30 8 |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.00673387 / -0.00673387 | 0 / 0 | 0 / 0 |
 | Diboson NNPDF30 8 |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0113315 / -0.0113315 | 0 / 0 | 0 / 0 |
 | Diboson NNPDF30 8 |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.00956957 / 0.00956957 | 0 / 0 | 0 / 0 |
 | Diboson NNPDF30 8 |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.010691 / 0.010691 | 0 / 0 | 0 / 0 |
 | Diboson NNPDF30 9 |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0965865 / 0.0965865 | 0 / 0 | 0 / 0 |
 | Diboson NNPDF30 9 |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0157997 / -0.0157997 | 0 / 0 | 0 / 0 |
 | Diboson NNPDF30 9 |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0361751 / 0.0361751 | 0 / 0 | 0 / 0 |
 | Diboson NNPDF30 9 |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0105537 / 0.0105537 | 0 / 0 | 0 / 0 |
 | Diboson NNPDF30 9 |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.00738433 / -0.00738433 | 0 / 0 | 0 / 0 |
 | Diboson NNPDF30 9 |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0107381 / 0.0107381 | 0 / 0 | 0 / 0 |
 | Diboson NNPDF30 9 |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0083814 / -0.0083814 | 0 / 0 | 0 / 0 |
 | Diboson NNPDF30 1 |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0115906 / 0.0115906 | 0 / 0 | 0 / 0 |
 | Diboson NNPDF30 1 |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | Diboson NNPDF30 1 |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -2.22045e-16 / 0 | 0 / 0 | 0 / 0 |
 | Diboson NNPDF30 1 |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / -2.22045e-16 | 0 / 0 | 0 / 0 |
 | Diboson NNPDF30 2 |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | Diboson NNPDF30 2 |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | Diboson NNPDF30 3 |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | Diboson NNPDF30 3 |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | Diboson NNPDF30 5 |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | Diboson NNPDF30 5 |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | Diboson NNPDF30 8 |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | Diboson NNPDF30 8 |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | Diboson NNPDF30 9 |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | Jet-Vertex-Tagger (JVT) |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.00840303 / -0.008403 | -0.00706207 / 0.00706198 |
 | JET EtaIntercalibration NonClosure 2018data |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0352635 / -0.0352635 | 0.00614546 / -0.00614545 |
 | b-tag Eigenvar. 2 |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.00911176 / -0.00911172 | 0 / 0 |
 | b-tag Eigenvar. 3 |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.00522951 / 0.00522955 | 0 / 0 |
 | c-tag Eigenvar. 3 |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.00615614 / -0.00615617 | 0 / 0 |
 | Minor bkg. XS |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.5 / -0.5 | 0.5 / -0.5 |
 | JES effective NP mixed 1 |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.00632609 / -0.00632607 |
 | JES effective NP modelling 2 |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0102065 / -0.0102065 |
 | JES effective NP modelling 3 |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0128002 / 0.0128003 |
 | JES effective NP stat. 5 |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.00554544 / 0.00554545 |
 | b-tag Eigenvar. 1 |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.00703662 / -0.0070366 |
 | gamma_stat_CR_Zjets_2L1TAU_OS_bin_0 |    NA    | 0.00389961 / -0.00389961 | 0.00285065 / -0.00285065 | 0.0171044 / -0.0171044 | 0.00637838 / -0.00637838 | 0.00143363 / -0.00143363 | 0.00353404 / -0.00353404 | 0.00716275 / -0.00716275 | 0.0143656 / -0.0143656 | 0.0211656 / -0.0211656 | 0.0139275 / -0.0139275 | 0.0165703 / -0.0165703 | 2.49781e-05 / -2.49781e-05 |
 | gamma_stat_CR_Zjets_2L1TAU_OS_bin_1 |    NA    | 0.00616869 / -0.00616869 | 0.00709945 / -0.00709945 | 0.00569612 / -0.00569612 | 0.00571266 / -0.00571266 | 0.00640281 / -0.00640281 | 0.00715301 / -0.00715301 | 0.00797331 / -0.00797331 | 0.00495409 / -0.00495409 | 0.00383735 / -0.00383735 | 0.00554295 / -0.00554295 | 0.00559998 / -0.00559998 | 0.00172981 / -0.00172981 |
